Y,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
0,40,technician,married,basic.9y,0,0,0,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191
0,42,technician,married,university.degree,0,0,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,39,admin.,married,professional.course,0,1,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,44,admin.,married,professional.course,0,1,0,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191
0,56,blue-collar,married,basic.4y,0,0,0,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191
0,36,technician,single,professional.course,0,0,0,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191
0,54,management,divorced,university.degree,0,0,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,50,blue-collar,married,basic.9y,0,0,0,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191
0,51,retired,married,professional.course,0,0,0,telephone,may,mon,3,0,1.1,93.994,-36.4,4.857,5191
0,36,blue-collar,married,basic.9y,0,1,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,42,blue-collar,divorced,basic.9y,0,1,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,44,blue-collar,divorced,basic.6y,0,0,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
1,39,other,married,basic.9y,0,1,0,telephone,may,mon,3,0,1.1,93.994,-36.4,4.857,5191
0,53,technician,divorced,professional.course,0,0,1,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,38,other,married,unknown,0,0,0,telephone,may,mon,4,0,1.1,93.994,-36.4,4.857,5191
0,59,retired,married,professional.course,0,0,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,42,admin.,married,high.school,0,1,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,57,other,divorced,basic.4y,0,1,1,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,42,admin.,married,university.degree,0,1,0,telephone,may,mon,3,0,1.1,93.994,-36.4,4.857,5191
0,58,blue-collar,married,professional.course,0,1,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,56,retired,married,basic.6y,0,0,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,42,blue-collar,married,basic.9y,0,0,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,54,management,single,basic.9y,0,1,0,telephone,may,mon,3,0,1.1,93.994,-36.4,4.857,5191
0,35,blue-collar,married,basic.9y,0,0,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,29,services,single,high.school,0,1,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,36,blue-collar,married,basic.9y,0,1,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,35,management,married,high.school,0,1,0,telephone,may,mon,5,0,1.1,93.994,-36.4,4.857,5191
0,49,other,married,high.school,0,1,0,telephone,may,mon,4,0,1.1,93.994,-36.4,4.857,5191
0,32,services,single,high.school,0,1,0,telephone,may,mon,3,0,1.1,93.994,-36.4,4.857,5191
0,33,other,married,university.degree,0,1,0,telephone,may,mon,3,0,1.1,93.994,-36.4,4.857,5191
0,55,technician,married,professional.course,0,0,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,38,services,married,high.school,0,1,0,telephone,may,mon,3,0,1.1,93.994,-36.4,4.857,5191
0,32,blue-collar,married,basic.9y,0,0,0,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191
0,33,services,married,basic.4y,0,0,0,telephone,may,mon,3,0,1.1,93.994,-36.4,4.857,5191
0,40,other,divorced,high.school,0,0,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,42,blue-collar,married,basic.4y,0,1,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,46,admin.,married,university.degree,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,56,management,divorced,high.school,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,37,blue-collar,married,basic.9y,0,0,1,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,46,admin.,single,high.school,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,22,blue-collar,single,basic.9y,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,43,services,married,high.school,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,30,blue-collar,single,unknown,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,48,other,married,basic.6y,0,1,1,telephone,may,tue,4,0,1.1,93.994,-36.4,4.857,5191
1,28,other,single,unknown,0,1,1,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
1,44,services,married,high.school,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,36,technician,married,professional.course,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,41,other,married,university.degree,0,1,1,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,42,blue-collar,married,basic.9y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,52,services,single,high.school,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,43,other,married,university.degree,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,49,blue-collar,married,basic.4y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,43,other,divorced,university.degree,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,37,technician,married,professional.course,0,1,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,46,management,married,unknown,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,34,admin.,married,basic.9y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
1,42,technician,married,professional.course,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,28,other,single,basic.9y,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,60,management,married,university.degree,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,47,technician,married,professional.course,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,54,other,married,basic.4y,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,42,technician,divorced,high.school,0,0,0,telephone,may,tue,4,0,1.1,93.994,-36.4,4.857,5191
0,52,other,married,university.degree,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,57,management,married,professional.course,0,1,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
1,42,management,married,university.degree,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,29,admin.,married,university.degree,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,57,blue-collar,divorced,basic.4y,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,44,blue-collar,married,basic.9y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,59,other,married,unknown,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,39,blue-collar,married,basic.4y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,41,management,married,unknown,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,37,technician,single,high.school,0,0,1,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,54,management,married,basic.6y,0,1,1,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,41,other,married,basic.9y,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,35,admin.,divorced,university.degree,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,51,admin.,married,basic.6y,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,33,admin.,married,basic.9y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,33,admin.,married,basic.9y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
1,39,services,married,high.school,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,45,other,married,university.degree,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,33,technician,married,university.degree,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,48,blue-collar,married,basic.4y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,43,other,married,high.school,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,52,blue-collar,married,basic.4y,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,42,blue-collar,married,unknown,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,40,management,married,basic.9y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,30,services,single,high.school,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,41,services,married,high.school,0,1,1,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,35,admin.,single,high.school,0,1,1,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,38,admin.,single,basic.6y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,33,other,married,university.degree,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,55,other,married,unknown,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,36,blue-collar,single,basic.9y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,57,technician,married,professional.course,0,0,1,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,30,other,single,high.school,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,45,blue-collar,married,basic.4y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
1,42,blue-collar,married,high.school,0,0,1,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,51,blue-collar,married,basic.9y,0,1,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,37,blue-collar,married,unknown,0,0,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,30,blue-collar,married,basic.4y,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,54,blue-collar,married,basic.6y,0,0,0,telephone,may,tue,5,0,1.1,93.994,-36.4,4.857,5191
0,42,technician,married,basic.9y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,32,admin.,single,university.degree,0,1,1,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,31,services,married,high.school,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,36,services,married,high.school,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,46,blue-collar,married,basic.6y,0,1,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,52,blue-collar,married,basic.4y,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,37,technician,married,professional.course,0,1,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,41,admin.,married,basic.9y,0,1,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,30,admin.,single,university.degree,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,55,management,single,basic.4y,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,36,admin.,married,university.degree,0,1,1,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,30,management,single,university.degree,0,1,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,33,other,divorced,university.degree,0,0,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,32,other,married,high.school,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,50,blue-collar,married,basic.4y,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,33,services,married,basic.4y,0,0,0,telephone,may,tue,4,0,1.1,93.994,-36.4,4.857,5191
0,39,management,divorced,university.degree,0,1,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,43,services,married,high.school,0,0,1,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,27,technician,married,basic.9y,0,0,1,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,31,admin.,single,university.degree,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,32,blue-collar,married,basic.9y,0,1,0,telephone,may,tue,1,0,1.1,93.994,-36.4,4.857,5191
0,54,admin.,married,high.school,0,0,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,46,admin.,married,high.school,0,0,1,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,45,services,married,high.school,0,1,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,40,admin.,single,high.school,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,47,other,married,professional.course,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
1,45,other,married,professional.course,0,1,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,27,admin.,single,high.school,0,1,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,49,services,married,high.school,0,0,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,59,admin.,married,university.degree,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,52,other,married,university.degree,0,0,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,60,retired,divorced,university.degree,0,1,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,35,other,single,university.degree,0,0,0,telephone,may,tue,5,0,1.1,93.994,-36.4,4.857,5191
0,40,technician,married,basic.9y,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,45,technician,married,university.degree,0,0,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,56,blue-collar,married,basic.4y,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,43,other,married,basic.4y,0,1,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,27,blue-collar,married,basic.9y,0,1,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,47,admin.,single,unknown,0,1,1,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,31,admin.,single,high.school,0,1,1,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,56,retired,married,basic.4y,0,0,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,47,other,divorced,university.degree,0,0,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,44,blue-collar,married,unknown,0,1,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,59,management,married,basic.4y,0,1,0,telephone,may,tue,5,0,1.1,93.994,-36.4,4.857,5191
0,39,blue-collar,divorced,basic.6y,0,1,0,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191
0,60,blue-collar,married,professional.course,0,0,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,36,admin.,married,university.degree,0,1,0,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191
0,37,blue-collar,married,basic.9y,0,1,0,telephone,may,wed,3,0,1.1,93.994,-36.4,4.856,5191
0,30,technician,married,university.degree,0,0,0,telephone,may,wed,3,0,1.1,93.994,-36.4,4.856,5191
0,38,technician,married,professional.course,0,0,0,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191
0,44,admin.,married,university.degree,0,0,0,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191
0,44,other,married,university.degree,0,0,0,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191
0,30,other,single,high.school,0,0,0,telephone,may,wed,3,0,1.1,93.994,-36.4,4.856,5191
0,41,management,married,unknown,0,1,0,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191
0,43,technician,married,professional.course,0,0,0,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191
0,33,blue-collar,married,basic.9y,0,0,0,telephone,may,wed,3,0,1.1,93.994,-36.4,4.856,5191
0,32,admin.,married,high.school,0,1,0,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191
0,30,services,married,high.school,0,0,0,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191
0,38,blue-collar,married,basic.6y,0,0,0,telephone,may,wed,3,0,1.1,93.994,-36.4,4.856,5191
0,35,blue-collar,single,basic.6y,0,1,0,telephone,may,wed,3,0,1.1,93.994,-36.4,4.856,5191
0,50,technician,married,professional.course,0,1,0,telephone,may,wed,4,0,1.1,93.994,-36.4,4.856,5191
0,33,blue-collar,single,basic.9y,0,0,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,28,other,single,basic.9y,0,0,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,44,blue-collar,single,high.school,0,0,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,38,blue-collar,divorced,unknown,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,54,management,married,high.school,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
1,31,admin.,single,university.degree,0,0,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,31,admin.,married,university.degree,0,0,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,31,management,single,university.degree,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,49,other,married,basic.9y,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,44,admin.,married,high.school,0,0,0,telephone,may,wed,3,0,1.1,93.994,-36.4,4.856,5191
1,28,other,single,basic.9y,0,1,1,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191
0,53,technician,married,high.school,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,39,admin.,single,unknown,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,53,admin.,single,university.degree,0,1,0,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191
0,44,admin.,divorced,high.school,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,34,admin.,single,high.school,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,43,blue-collar,married,basic.4y,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,31,services,married,basic.6y,0,1,0,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191
0,31,blue-collar,married,basic.6y,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,38,admin.,married,university.degree,0,0,0,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191
1,41,other,married,university.degree,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,47,blue-collar,married,professional.course,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
0,37,technician,married,professional.course,0,1,0,telephone,may,wed,1,0,1.1,93.994,-36.4,4.856,5191
